root,slot,base,base_target,operation,final_target
v30op_repc,0x0e,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x0f,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x10,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x11,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x12,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x13,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x14,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x15,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x16,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x17,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x18,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x19,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x1a,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x1b,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x1c,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x1d,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x1e,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x1f,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x20,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x21,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x22,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x23,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x24,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x25,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x26,fill:v30_reserved_repc,v30_reserved_repc,patch,v30repc_segprefix_es
v30op_repc,0x27,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x28,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x29,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x2a,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x2b,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x2c,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x2d,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x2e,fill:v30_reserved_repc,v30_reserved_repc,patch,v30repc_segprefix_cs
v30op_repc,0x2f,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x30,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x31,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x32,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x33,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x34,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x35,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x36,fill:v30_reserved_repc,v30_reserved_repc,patch,v30repc_segprefix_ss
v30op_repc,0x37,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x38,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x39,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x3a,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x3b,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x3c,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x3d,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x3e,fill:v30_reserved_repc,v30_reserved_repc,patch,v30repc_segprefix_ds
v30op_repc,0x3f,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x40,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x41,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x42,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x43,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x44,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x45,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x46,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x47,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x48,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x49,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x4a,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x4b,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x4c,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x4d,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x4e,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x4f,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x50,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x51,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x52,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x53,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x54,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x55,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x56,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x57,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x58,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x59,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x5a,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x5b,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x5c,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x5d,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x5e,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x5f,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x60,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x61,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x62,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x63,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x64,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x65,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x66,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x67,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x68,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x69,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x6a,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x6b,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x6c,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x6d,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x6e,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x6f,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x70,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x71,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x72,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x73,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x74,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x75,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x76,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x77,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x78,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x79,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x7a,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x7b,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x7c,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x7d,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x7e,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x7f,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x80,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x81,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x82,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x83,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x84,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x85,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x86,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x87,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x88,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x89,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x8a,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x8b,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x8c,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x8d,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x8e,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x8f,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x90,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x91,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x92,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x93,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x94,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x95,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x96,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x97,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x98,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x99,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x9a,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x9b,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x9c,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x9d,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x9e,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0x9f,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xa0,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xa1,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xa2,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xa3,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xa4,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xa5,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xa6,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xa7,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xa8,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xa9,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xaa,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xab,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xac,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xad,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xae,fill:v30_reserved_repc,v30_reserved_repc,patch,v30repc_xscasb
v30op_repc,0xaf,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xb0,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xb1,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xb2,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xb3,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xb4,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xb5,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xb6,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xb7,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xb8,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xb9,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xba,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xbb,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xbc,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xbd,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xbe,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xbf,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xc0,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xc1,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xc2,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xc3,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xc4,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xc5,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xc6,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xc7,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xc8,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xc9,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xca,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xcb,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xcc,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xcd,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xce,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xcf,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xd0,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xd1,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xd2,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xd3,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xd4,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xd5,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xd6,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xd7,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xd8,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xd9,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xda,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xdb,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xdc,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xdd,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xde,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xdf,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xe0,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xe1,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xe2,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xe3,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xe4,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xe5,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xe6,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xe7,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xe8,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xe9,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xea,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xeb,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xec,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xed,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xee,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xef,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xf0,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xf1,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xf2,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xf3,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xf4,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xf5,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xf6,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xf7,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xf8,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xf9,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xfa,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xfb,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xfc,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xfd,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xfe,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30op_repc,0xff,fill:v30_reserved_repc,v30_reserved_repc,base,v30_reserved_repc
v30ope0xf6_table,0x00,c_ope0xf6_table,_test_ea8_data8,base,_test_ea8_data8
v30ope0xf6_table,0x01,c_ope0xf6_table,_test_ea8_data8,base,_test_ea8_data8
v30ope0xf6_table,0x02,c_ope0xf6_table,_not_ea8,base,_not_ea8
v30ope0xf6_table,0x03,c_ope0xf6_table,_neg_ea8,base,_neg_ea8
v30ope0xf6_table,0x04,c_ope0xf6_table,_mul_ea8,base,_mul_ea8
v30ope0xf6_table,0x05,c_ope0xf6_table,_imul_ea8,base,_imul_ea8
v30ope0xf6_table,0x06,c_ope0xf6_table,_div_ea8,explicit-replacement,v30_div_ea8
v30ope0xf6_table,0x07,c_ope0xf6_table,_idiv_ea8,explicit-replacement,v30_idiv_ea8
v30ope0xf7_table,0x00,c_ope0xf7_table,_test_ea16_data16,base,_test_ea16_data16
v30ope0xf7_table,0x01,c_ope0xf7_table,_test_ea16_data16,base,_test_ea16_data16
v30ope0xf7_table,0x02,c_ope0xf7_table,_not_ea16,base,_not_ea16
v30ope0xf7_table,0x03,c_ope0xf7_table,_neg_ea16,base,_neg_ea16
v30ope0xf7_table,0x04,c_ope0xf7_table,_mul_ea16,base,_mul_ea16
v30ope0xf7_table,0x05,c_ope0xf7_table,_imul_ea16,base,_imul_ea16
v30ope0xf7_table,0x06,c_ope0xf7_table,_div_ea16,explicit-replacement,v30_div_ea16
v30ope0xf7_table,0x07,c_ope0xf7_table,_idiv_ea16,explicit-replacement,v30_idiv_ea16
